YEAR,COUNTY,NUMBER_OF_ED_VISITS,AGE_ADJUSTED_ED_VISIT_RATE,AGE
2019,Plumas,55,73.5,adult
2019,Riverside,5775,34.80333333333333,adult
2019,Riverside,3244,55.311764705882354,child
2019,Sacramento,6172,54.957142857142856,adult
2019,Sacramento,2619,77.75135135135136,child
2019,San Benito,218,46.95,adult
2019,San Benito,101,69.9,child
2019,San Bernardino,6962,48.08,adult
2019,San Bernardino,3568,66.9047619047619,child
2019,San Diego,5969,23.441891891891892,adult
2019,San Diego,3596,51.485074626865675,child
2019,San Francisco,1821,27.5,adult
2019,San Francisco,748,68.88823529411764,child
2019,San Joaquin,2818,53.248000000000005,adult
2019,San Joaquin,1481,78.32857142857144,child
2019,San Luis Obispo,432,25.490909090909096,adult
2019,San Luis Obispo,190,54.7125,child
2019,San Mateo,1369,25.07894736842105,adult
2019,San Mateo,503,38.15625,child
2019,Santa Barbara,762,23.150000000000002,adult
2019,Santa Barbara,357,45.4,child
2019,Santa Clara,3201,30.41063829787234,adult
2019,Santa Clara,1185,32.60625,child
2019,Santa Cruz,532,22.281818181818185,adult
2019,Santa Cruz,190,53.1,child
2019,Shasta,410,37.81666666666667,adult
2019,Shasta,133,47.825,child
2019,Siskiyou,59,51.25,adult
2019,Solano,2036,62.88181818181818,adult
2019,Solano,917,93.95,child
2019,Sonoma,1016,29.11764705882353,adult
2019,Sonoma,365,41.416666666666664,child
2019,Stanislaus,1774,44.611111111111114,adult
2019,Stanislaus,1047,72.36666666666666,child
2019,Sutter,161,24.900000000000002,adult
2019,Sutter,90,46.199999999999996,child
2019,Tehama,148,46.6,adult
2019,Tehama,82,69.0,child
2019,Trinity,15,56.7,adult
2019,Tulare,930,32.166666666666664,adult
2019,Tulare,868,68.42307692307692,child
2019,Tuolumne,113,39.525,adult
2019,Tuolumne,39,85.8,child
2019,Ventura,1465,23.186363636363634,adult
2019,Ventura,869,45.28333333333333,child
2019,Yolo,476,31.242857142857144,adult
2019,Yolo,207,45.4,child
2019,Yuba,221,49.96666666666667,adult
2019,Yuba,81,44.25,child
2020,Alameda,3414,29.013953488372092,adult
2020,Alameda,705,32.71304347826087,child
2020,Amador,54,44.55,adult
2020,Butte,370,28.014285714285712,adult
2020,Butte,43,20.266666666666666,child
2020,Calaveras,40,39.85,adult
2020,Colusa,26,25.95,adult
2020,Contra Costa,2370,26.96764705882353,adult
2020,Contra Costa,531,37.09166666666667,child
2020,Del Norte,66,36.0,adult
2020,Del Norte,23,47.9,child
2020,El Dorado,215,23.439999999999998,adult
2020,El Dorado,35,21.549999999999997,child
2020,Fresno,1970,31.565625,adult
2020,Fresno,1356,53.16923076923077,child
2020,Glenn,34,19.45,adult
2020,Humboldt,295,39.5,adult
2020,Humboldt,38,31.866666666666664,child
2020,Imperial,282,26.68,adult
2020,Imperial,144,39.375,child
2020,Inyo,19,18.7,adult
2020,Kern,1682,33.0304347826087,adult
2020,Kern,695,38.60526315789474,child
2020,Kings,263,27.6,adult
2020,Kings,129,33.199999999999996,child
2020,Lake,166,53.050000000000004,adult
2020,Lake,21,58.6,child
2020,Lassen,69,47.0,adult
2020,Los Angeles,19276,25.072131147540986,adult
2020,Los Angeles,5700,31.891333333333332,child
2020,Madera,255,25.85,adult
2020,Madera,187,50.4,child
2020,Marin,182,15.87142857142857,adult
2020,Marin,19,21.8,child
2020,Mariposa,18,25.8,adult
2020,Mendocino,222,41.6,adult
2020,Mendocino,40,41.650000000000006,child
2020,Merced,694,33.94,adult
2020,Merced,278,37.86666666666667,child
2020,Modoc,28,79.8,adult
2020,Mono,25,34.5,adult
2020,Mono,13,72.0,child
2020,Monterey,618,24.825,adult
2020,Monterey,164,28.525,child
2020,Napa,250,28.3,adult
2020,Napa,39,19.85,child
2020,Nevada,134,25.0,adult
2020,Orange,3408,14.621428571428572,adult
2020,Orange,1080,22.14,child
2020,Placer,478,18.916666666666668,adult
2020,Placer,74,17.125,child
2020,Plumas,36,65.65,adult
2020,Riverside,4406,27.06315789473684,adult
2020,Riverside,1245,26.28,child
2020,Sacramento,4338,39.80952380952381,adult
2020,Sacramento,989,33.15806451612904,child
2020,San Benito,155,38.4,adult
2020,San Benito,39,25.8,child
2020,San Bernardino,4976,36.244,adult
2020,San Bernardino,1379,29.272222222222222,child
2020,San Diego,4078,16.84857142857143,adult
2020,San Diego,1281,25.219047619047622,child
2020,San Francisco,1106,16.342105263157894,adult
2020,San Francisco,186,37.96666666666667,child
2020,San Joaquin,2207,44.225,adult
2020,San Joaquin,635,38.24444444444444,child
2020,San Luis Obispo,287,17.466666666666665,adult
2020,San Luis Obispo,22,20.7,child
2020,San Mateo,846,14.994444444444444,adult
2020,San Mateo,119,17.82857142857143,child
2020,Santa Barbara,486,16.745454545454546,adult
2020,Santa Barbara,91,17.725,child
2020,Santa Clara,2230,21.620454545454546,adult
2020,Santa Clara,287,16.676923076923078,child
2020,Santa Cruz,305,17.12,adult
2020,Santa Cruz,56,23.4,child
2020,Shasta,280,27.266666666666666,adult
2020,Shasta,47,20.666666666666668,child
2020,Siskiyou,56,51.6,adult
2020,Solano,1379,40.24545454545454,adult
2020,Solano,345,41.5625,child
2020,Sonoma,680,19.853333333333335,adult
2020,Sonoma,104,17.385714285714286,child
2020,Stanislaus,1285,31.823529411764707,adult
2020,Stanislaus,430,34.74166666666667,child
2020,Sutter,127,18.133333333333333,adult
2020,Sutter,27,23.1,child
2020,Tehama,132,42.06666666666666,adult
2020,Tehama,16,24.9,child
2020,Tulare,666,21.191666666666666,adult
2020,Tulare,293,25.62857142857143,child
2020,Tuolumne,67,22.450000000000003,adult
2020,Tuolumne,22,48.4,child
2020,Ventura,1007,15.39,adult
2020,Ventura,251,19.82,child
2020,Yolo,346,26.066666666666666,adult
2020,Yolo,53,20.366666666666667,child
2020,Yuba,139,31.7,adult
2020,Yuba,34,18.35,child
2021,Alameda,2815,25.08205128205128,adult
2021,Alameda,885,34.71071428571428,child
2021,Amador,45,32.9,adult
2021,Butte,310,25.099999999999998,adult
2021,Butte,96,37.5,child
2021,Calaveras,41,46.900000000000006,adult
2021,Calaveras,15,55.2,child
2021,Colusa,14,29.7,adult
2021,Colusa,12,59.0,child
2021,Contra Costa,2058,26.014285714285712,adult
2021,Contra Costa,644,40.375,child
2021,Del Norte,68,39.0,adult
2021,Del Norte,20,42.3,child
2021,El Dorado,207,24.75,adult
2021,El Dorado,65,29.900000000000002,child
2021,Fresno,1674,28.217857142857145,adult
2021,Fresno,1674,62.879999999999995,child
2021,Glenn,49,30.95,adult
2021,Glenn,18,42.6,child
2021,Humboldt,203,26.98,adult
2021,Humboldt,31,34.5,child
2021,Imperial,180,19.325,adult
2021,Imperial,159,43.7,child
2021,Inyo,24,59.4,adult
2021,Kern,1399,32.03181818181818,adult
2021,Kern,933,43.06363636363636,child
2021,Kings,274,31.15,adult
2021,Kings,208,49.55,child
2021,Lake,144,51.875,adult
2021,Lake,29,83.4,child
2021,Lassen,57,29.1,adult
2021,Los Angeles,16636,22.513080168776373,adult
2021,Los Angeles,7124,37.50787878787879,child
2021,Madera,207,23.275,adult
2021,Madera,230,58.5,child
2021,Marin,172,14.914285714285715,adult
2021,Marin,25,28.7,child
2021,Mariposa,15,19.6,adult
2021,Mendocino,166,37.733333333333334,adult
2021,Mendocino,28,39.4,child
2021,Merced,575,37.839999999999996,adult
2021,Merced,428,55.279999999999994,child
2021,Modoc,19,52.2,adult
2021,Mono,28,33.8,adult
2021,Monterey,599,23.641666666666666,adult
2021,Monterey,263,30.9375,child
2021,Napa,132,15.166666666666666,adult
2021,Napa,43,22.55,child
2021,Nevada,121,22.325,adult
2021,Nevada,15,36.5,child
2021,Orange,2811,12.076470588235296,adult
2021,Orange,1702,30.536842105263155,child
2021,Placer,464,20.380000000000003,adult
2021,Placer,179,27.071428571428573,child
2021,Riverside,3900,24.32777777777778,adult
2021,Riverside,1902,34.73111111111111,child
2021,Sacramento,3596,32.67619047619048,adult
2021,Sacramento,1304,41.394285714285715,child
2021,San Benito,97,25.1,adult
2021,San Benito,33,21.9,child
2021,San Bernardino,4230,31.23725490196078,adult
2021,San Bernardino,2037,41.41282051282051,child
2021,San Diego,3623,15.886363636363637,adult
2021,San Diego,1734,30.71923076923077,child
2021,San Francisco,969,14.74,adult
2021,San Francisco,275,41.15555555555555,child
2021,San Joaquin,1786,34.65,adult
2021,San Joaquin,858,50.07,child
2021,San Luis Obispo,251,16.51111111111111,adult
2021,San Luis Obispo,20,19.5,child
2021,San Mateo,607,11.947058823529412,adult
2021,San Mateo,212,22.22,child
2021,Santa Barbara,391,14.15,adult
2021,Santa Barbara,158,24.68,child
2021,Santa Clara,1825,16.460526315789473,adult
2021,Santa Clara,520,20.81904761904762,child
2021,Santa Cruz,259,17.0,adult
2021,Santa Cruz,98,27.7,child
2021,Shasta,262,23.599999999999998,adult
2021,Shasta,87,31.45,child
2021,Siskiyou,18,29.2,adult
2021,Solano,1217,36.699999999999996,adult
2021,Solano,476,48.99,child
2021,Sonoma,466,14.578571428571427,adult
2021,Sonoma,96,22.380000000000003,child
2021,Stanislaus,1072,28.6,adult
2021,Stanislaus,581,46.035714285714285,child
2021,Sutter,130,19.966666666666665,adult
2021,Sutter,67,31.366666666666664,child
2021,Tehama,121,40.175,adult
2021,Tehama,49,44.05,child
2021,Trinity,12,57.4,adult
2021,Tulare,613,21.59090909090909,adult
2021,Tulare,482,42.63333333333333,child
2021,Tuolumne,44,25.3,adult
2021,Tuolumne,17,39.0,child
2021,Ventura,793,13.505555555555555,adult
2021,Ventura,421,26.28666666666667,child
2021,Yolo,278,19.866666666666664,adult
2021,Yolo,102,35.86,child
2021,Yuba,144,32.25,adult
2021,Yuba,70,36.3,child
2022,Alameda,3365,27.152380952380955,adult
2022,Alameda,1703,55.87714285714286,child
2022,Amador,62,41.266666666666666,adult
2022,Butte,319,23.3,adult
2022,Butte,139,38.76666666666667,child
2022,Calaveras,43,38.9,adult
2022,Calaveras,13,50.0,child
2022,Colusa,38,35.35,adult
2022,Colusa,36,88.95,child
2022,Contra Costa,2608,27.716666666666665,adult
2022,Contra Costa,1546,59.04838709677419,child
2022,Del Norte,57,32.7,adult
2022,Del Norte,31,66.8,child
2022,El Dorado,186,17.78,adult
2022,El Dorado,85,39.63333333333333,child
2022,Fresno,1865,30.87142857142857,adult
2022,Fresno,2649,97.14848484848486,child
2022,Glenn,49,29.0,adult
2022,Glenn,34,52.05,child
2022,Humboldt,247,31.22,adult
2022,Humboldt,71,46.275,child
2022,Imperial,235,21.580000000000002,adult
2022,Imperial,236,63.25,child
2022,Inyo,39,64.15,adult
2022,Inyo,12,44.9,child
2022,Kern,1361,25.983333333333334,adult
2022,Kern,1164,51.099999999999994,child
2022,Kings,259,22.25,adult
2022,Kings,282,73.275,child
2022,Lake,186,62.833333333333336,adult
2022,Lake,56,90.2,child
2022,Lassen,43,20.6,adult
2022,Los Angeles,20241,26.421311475409837,adult
2022,Los Angeles,12276,56.10333333333334,child
2022,Madera,291,25.7,adult
2022,Madera,361,91.1,child
2022,Marin,206,13.9625,adult
2022,Marin,90,31.54,child
2022,Mariposa,16,26.2,adult
2022,Mendocino,238,48.875,adult
2022,Mendocino,107,83.93333333333334,child
2022,Merced,657,32.57,adult
2022,Merced,635,79.72,child
2022,Modoc,28,97.9,adult
2022,Mono,25,35.6,adult
2022,Monterey,740,27.16153846153846,adult
2022,Monterey,510,50.833333333333336,child
2022,Napa,169,19.466666666666665,adult
2022,Napa,110,44.5,child
2022,Nevada,78,18.133333333333333,adult
2022,Nevada,28,33.9,child
2022,Orange,3376,14.090277777777779,adult
2022,Orange,3133,48.9015625,child
2022,Placer,509,20.845454545454547,adult
2022,Placer,273,36.455555555555556,child
2022,Plumas,25,31.15,adult
2022,Riverside,4675,28.220338983050848,adult
2022,Riverside,3328,58.103846153846156,child
2022,Sacramento,3877,33.91904761904762,adult
2022,Sacramento,2071,60.318918918918925,child
2022,San Benito,147,36.4,adult
2022,San Benito,66,42.5,child
2022,San Bernardino,4772,33.22,adult
2022,San Bernardino,3260,60.24090909090909,child
2022,San Diego,4351,17.89,adult
2022,San Diego,3633,52.88611111111111,child
2022,San Francisco,981,15.581818181818182,adult
2022,San Francisco,682,63.91111111111112,child
2022,San Joaquin,2024,38.43478260869565,adult
2022,San Joaquin,1451,73.2909090909091,child
2022,San Luis Obispo,340,19.416666666666668,adult
2022,San Luis Obispo,118,46.5,child
2022,San Mateo,839,17.83888888888889,adult
2022,San Mateo,500,37.21333333333334,child
2022,Santa Barbara,499,17.59,adult
2022,Santa Barbara,242,34.528571428571425,child
2022,Santa Clara,2518,19.008695652173913,adult
2022,Santa Clara,1237,31.991891891891893,child
2022,Santa Cruz,288,22.983333333333334,adult
2022,Santa Cruz,123,40.35,child
2022,Shasta,255,22.900000000000002,adult
2022,Shasta,79,36.300000000000004,child
2022,Siskiyou,37,36.75,adult
2022,Solano,1455,42.40909090909091,adult
2022,Solano,750,72.08,child
2022,Sonoma,692,20.826666666666664,adult
2022,Sonoma,335,42.93636363636364,child
2022,Stanislaus,1179,28.183333333333334,adult
2022,Stanislaus,899,66.18823529411765,child
2022,Sutter,148,20.733333333333334,adult
2022,Sutter,82,40.6,child
2022,Tehama,117,40.300000000000004,adult
2022,Tehama,56,47.65,child
2022,Trinity,17,69.5,adult
2022,Tulare,588,20.68,adult
2022,Tulare,757,59.0,child
2022,Tuolumne,38,20.1,adult
2022,Tuolumne,30,67.1,child
2022,Ventura,1085,18.52105263157895,adult
2022,Ventura,791,43.083333333333336,child
2022,Yolo,346,25.3125,adult
2022,Yolo,194,46.642857142857146,child
2022,Yuba,164,32.9,adult
2022,Yuba,119,59.15,child
2023,Alameda,4237,25.916279069767445,adult
2023,Alameda,2006,43.51538461538461,child
2023,Amador,140,47.160000000000004,adult
2023,Butte,379,21.4125,adult
2023,Butte,124,22.066666666666666,child
2023,Calaveras,47,42.35,adult
2023,Colusa,17,19.3,adult
2023,Colusa,17,37.5,child
2023,Contra Costa,3242,25.054545454545455,adult
2023,Contra Costa,1857,44.99,child
2023,Del Norte,113,51.8,adult
2023,Del Norte,31,44.0,child
2023,El Dorado,244,20.599999999999998,adult
2023,El Dorado,98,34.6,child
2023,Fresno,1869,17.759999999999998,adult
2023,Fresno,2485,48.55277777777778,child
2023,Glenn,61,28.15,adult
2023,Glenn,13,17.3,child
2023,Humboldt,295,34.98333333333333,adult
2023,Humboldt,75,28.919999999999998,child
2023,Imperial,316,15.080000000000002,adult
2023,Imperial,341,39.483333333333334,child
2023,Inyo,30,22.0,adult
2023,Inyo,18,47.6,child
2023,Kern,1682,21.643478260869564,adult
2023,Kern,1133,26.586363636363636,child
2023,Kings,276,14.475000000000001,adult
2023,Kings,297,42.52,child
2023,Lake,176,41.339999999999996,adult
2023,Lake,49,40.25,child
2023,Lassen,40,15.4,adult
2023,Lassen,12,23.9,child
2023,Los Angeles,23067,19.548373983739836,adult
2023,Los Angeles,13068,34.484976525821594,child
2023,Madera,155,8.7,adult
2023,Madera,377,48.525,child
2023,Marin,279,17.299999999999997,adult
2023,Marin,144,28.47142857142857,child
2023,Mariposa,33,41.6,adult
2023,Mariposa,12,49.1,child
2023,Mendocino,229,37.1,adult
2023,Mendocino,81,38.4,child
2023,Merced,770,22.972727272727273,adult
2023,Merced,640,43.72727272727273,child
2023,Modoc,12,28.3,adult
2023,Mono,22,20.4,adult
2023,Monterey,864,17.553333333333335,adult
2023,Monterey,518,25.125,child
2023,Napa,204,16.775,adult
2023,Napa,97,32.85,child
2023,Nevada,151,20.32,adult
2023,Nevada,36,41.75,child
2023,Orange,4131,11.872,adult
2023,Orange,3274,31.805797101449276,child
2023,Placer,606,21.38181818181818,adult
2023,Placer,322,33.325,child
2023,Riverside,5187,18.95,adult
2023,Riverside,3293,30.90377358490566,child
2023,Sacramento,4790,32.96190476190476,adult
2023,Sacramento,2271,43.294736842105266,child
2023,San Benito,161,21.9,adult
2023,San Benito,75,22.2,child
2023,San Bernardino,5631,27.130188679245286,adult
2023,San Bernardino,3290,33.61555555555556,child
2023,San Diego,4874,13.768055555555556,adult
2023,San Diego,3712,34.55072463768116,child
2023,San Francisco,1397,16.099999999999998,adult
2023,San Francisco,779,55.266666666666666,child
2023,San Joaquin,2614,31.15416666666667,adult
2023,San Joaquin,1512,42.93636363636364,child
2023,San Luis Obispo,391,19.779999999999998,adult
2023,San Luis Obispo,104,22.0,child
2023,San Mateo,1081,15.7,adult
2023,San Mateo,659,32.74375,child
2023,Santa Barbara,597,12.508333333333333,adult
2023,Santa Barbara,247,18.014285714285712,child
2023,Santa Clara,3026,19.349999999999998,adult
2023,Santa Clara,1433,23.14390243902439,child
2023,Santa Cruz,385,13.3625,adult
2023,Santa Cruz,158,20.0,child
2023,Shasta,357,28.637500000000003,adult
2023,Shasta,121,27.72,child
2023,Siskiyou,55,38.35,adult
2023,Solano,1803,38.00909090909091,adult
2023,Solano,881,56.65,child
2023,Sonoma,932,19.613333333333333,adult
2023,Sonoma,383,26.833333333333332,child
2023,Stanislaus,1393,21.555555555555557,adult
2023,Stanislaus,927,37.247058823529414,child
2023,Sutter,172,18.733333333333334,adult
2023,Sutter,71,21.0,child
2023,Tehama,128,27.366666666666664,adult
2023,Tehama,76,36.9,child
2023,Tulare,761,14.814285714285715,adult
2023,Tulare,660,25.727272727272727,child
2023,Tuolumne,102,29.166666666666668,adult
2023,Tuolumne,51,88.7,child
2023,Ventura,1313,15.45263157894737,adult
2023,Ventura,709,21.37222222222222,child
2023,Yolo,486,22.942857142857143,adult
2023,Yolo,198,31.599999999999998,child
2023,Yuba,203,31.799999999999997,adult
2023,Yuba,125,38.0,child
