,year,County Name,county,city,particle,measurement,days_recorded,avg_val,variance,min_val,percentile_10,percentile_25,percentile_75,percentile_90,max_val
0,2015,Alameda,Alameda,Oakland,Carbon monoxide,Parts per million,365,0.4285444625570776,0.04621529792311295,0.0,0.15195660000000002,0.31949425,0.517391,0.6836361000000004,1.454167
1,2015,Butte,Butte,Chico,Carbon monoxide,Parts per million,364,0.2364966043956044,0.016989787612517283,0.096261,0.120833,0.15,0.27044524999999997,0.433333,0.766667
2,2015,Contra Costa,Contra Costa,Concord,Carbon monoxide,Parts per million,365,0.3830721546203111,0.01927974535737746,0.065217,0.2,0.3,0.466667,0.558333,0.834783
3,2015,Fresno,Fresno,Not in a city,Carbon monoxide,Parts per million,365,0.2648284526606773,0.025908522106139354,0.1,0.1,0.16044550000000002,0.317583,0.4739438,1.204167
4,2015,Humboldt,Humboldt,Eureka,Carbon monoxide,Parts per million,365,0.30722698810356897,0.022108221051315696,0.1,0.1375,0.2,0.4,0.504167,0.773333
5,2015,Imperial,Imperial,Calexico,Carbon monoxide,Parts per million,365,0.22650323929471033,0.0831438281776075,0.0,0.0,0.0,0.29736949999999995,0.585957,1.958333
6,2015,Kern,Kern,Bakersfield,Carbon monoxide,Parts per million,365,0.2260296225626741,0.010984883968283964,0.08,0.1125,0.1625,0.254167,0.3574275,0.759091
7,2015,Los Angeles,Los Angeles,Azusa,Carbon monoxide,Parts per million,365,0.35569165713113915,0.058548228722736656,-0.4,0.117391,0.195833,0.458333,0.6616980000000011,1.845833
8,2015,Madera,Madera,Madera,Carbon monoxide,Parts per million,358,0.18870351396648044,0.011113161350166233,0.1,0.1,0.116667,0.2125,0.270833,1.358333
9,2015,Marin,Marin,San Rafael,Carbon monoxide,Parts per million,363,0.3742955041322314,0.015410115731530326,-0.091304,0.245833,0.28651225,0.458333,0.547826,0.717391
10,2015,Monterey,Monterey,Salinas,Carbon monoxide,Parts per million,365,0.37991276438356164,0.009925972627601443,0.147826,0.270833,0.308333,0.416667,0.5170836000000001,0.7375
11,2015,Napa,Napa,Napa,Carbon monoxide,Parts per million,363,0.468947867768595,0.027496022480426617,0.143478,0.3,0.33491075,0.573143,0.717391,1.165217
12,2015,Orange,Orange,Anaheim,Carbon monoxide,Parts per million,365,0.40478666465588153,0.1174612998531638,0.0,0.016667,0.117391,0.6375,0.9132802000000001,1.766667
13,2015,Riverside,Riverside,Palm Springs,Carbon monoxide,Parts per million,365,0.2352976207370737,0.035607746006294294,-0.145833,0.045833,0.104348,0.321622,0.470833,1.125
14,2015,Sacramento,Sacramento,Not in a city,Carbon monoxide,Parts per million,365,0.2812112180451128,0.025723511434537303,-0.145833,0.133333,0.1800825,0.344444,0.48711989999999994,1.104167
15,2015,San Bernardino,San Bernardino,Barstow,Carbon monoxide,Parts per million,365,0.3950360727915194,0.07627770242918791,-0.1,0.083333,0.2,0.529167,0.7256522,2.395833
16,2015,San Diego,San Diego,Escondido,Carbon monoxide,Parts per million,365,0.3873203279166667,0.04441202058369522,0.072727,0.159091,0.218182,0.5125,0.6780001999999998,1.236842
17,2015,San Francisco,San Francisco,San Francisco,Carbon monoxide,Parts per million,365,0.4117992,0.018857740635167066,0.2,0.286957,0.3,0.4875,0.6185686000000002,0.956522
18,2015,San Joaquin,San Joaquin,Stockton,Carbon monoxide,Parts per million,365,0.27012755205479455,0.018594051042080288,0.1,0.15084899999999998,0.183333,0.31893525,0.46040660000000005,0.903261
19,2015,San Mateo,San Mateo,Redwood City,Carbon monoxide,Parts per million,365,0.4496716301369863,0.02604106732548717,0.141667,0.2912645,0.329167,0.526087,0.6836954000000001,1.126087
20,2015,Santa Barbara,Santa Barbara,Santa Barbara,Carbon monoxide,Parts per million,365,0.21584730509641872,0.011581239412364526,0.0,0.1,0.15569325,0.270833,0.36404349999999996,0.609565
